Number,Player,Matchweek,Matchday,Injured,Minutes_Last_Game,Minutes_Prev_3_Games,Minutes_Last_30d,Days_Since_Last_Injury_Related,Days_Since_Last_Injury_Any,age,Pos,Days_Rest,Short_Rest_Flag_le3d,Matches_Last_10d,High_Minute_Flag_10d_3x85,Starts_Last_5,Consecutive_Starts,Rolling_Minutes_7d,Rolling_Minutes_28d,Minutes
8,Yves Bissouma,9,2024-10-27,0,80.0,80.0,446.0,37.0,37.0,,,8.0,0.0,2,0.0,2.0,2.0,0.0,360.0,86.0
9,Richarlison,9,2024-10-27,0,10.0,10.0,102.0,8.0,8.0,28.0,FW,3.0,1.0,3,0.0,1.0,0.0,63.0,73.0,29.0
10,James Maddison,9,2024-10-27,0,45.0,45.0,364.0,,,,,3.0,1.0,3,0.0,3.0,1.0,72.0,303.0,61.0
11,,9,2024-10-27,0,0.0,0.0,46.0,,,,,,,1,,,,,,0.0
13,Destiny Udogie,9,2024-10-27,0,87.0,87.0,438.0,27.0,27.0,22.0,DF,3.0,1.0,3,0.0,3.0,3.0,90.0,348.0,90.0
14,,9,2024-10-27,0,3.0,3.0,183.0,,,,,,,2,,,,,,0.0
15,Lucas Bergvall,9,2024-10-27,0,0.0,0.0,150.0,,,19.0,MF,,,1,,,,,,0.0
17,Cristian Romero,9,2024-10-27,0,90.0,90.0,540.0,,,27.0,DF,8.0,0.0,2,0.0,2.0,0.0,0.0,450.0,90.0
19,Dominic Solanke,9,2024-10-27,0,80.0,80.0,404.0,48.0,48.0,,,3.0,1.0,3,0.0,2.0,1.0,27.0,314.0,90.0
20,,9,2024-10-27,0,85.0,215.0,395.0,,,,,,,1,,,,,,0.0
21,Dejan Kulusevski,9,2024-10-27,0,90.0,90.0,555.0,,,,,3.0,1.0,3,0.0,2.0,1.0,18.0,494.0,61.0
22,Brennan Johnson,9,2024-10-27,0,90.0,90.0,461.0,,,24.0,FW,3.0,1.0,3,0.0,3.0,1.0,45.0,371.0,90.0
23,,9,2024-10-27,0,90.0,90.0,630.0,,,,,8.0,0.0,2,0.0,5.0,12.0,0.0,540.0,90.0
24,Djed Spence,9,2024-10-27,1,0.0,0.0,45.0,,0.0,25.0,DF,,,0,,,,,,0.0
28,Wilson Odobert,9,2024-10-27,1,0.0,0.0,3.0,4.0,4.0,20.0,"FW,MF",,,1,,,,,,0.0
29,Pape Matar Sarr,9,2024-10-27,0,45.0,45.0,289.0,,,23.0,MF,3.0,1.0,3,0.0,2.0,0.0,18.0,260.0,29.0
30,Rodrigo Bentancur,9,2024-10-27,0,10.0,10.0,272.0,57.0,57.0,28.0,MF,3.0,1.0,3,0.0,3.0,0.0,90.0,268.0,4.0
37,Micky van de Ven,9,2024-10-27,0,90.0,90.0,530.0,48.0,48.0,24.0,DF,8.0,0.0,2,0.0,5.0,11.0,0.0,440.0,90.0
3,Radu Dragusin,10,2024-11-03,0,0.0,0.0,442.0,,,,,4.0,0.0,3,0.0,4.0,5.0,90.0,352.0,90.0
4,Kevin Danso,10,2024-11-03,0,0.0,0.0,270.0,19.0,19.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,10,2024-11-03,0,0.0,0.0,422.0,,,30.0,MF,,,3,,,,,,0.0
7,Xavi Simons,10,2024-11-03,1,0.0,0.0,413.0,,0.0,22.0,"FW,MF",,,0,,,,,,0.0
8,Yves Bissouma,10,2024-11-03,0,86.0,166.0,436.0,44.0,44.0,,,4.0,0.0,3,0.0,2.0,0.0,131.0,401.0,35.0
9,Richarlison,10,2024-11-03,1,29.0,39.0,150.0,15.0,15.0,28.0,FW,4.0,0.0,4,0.0,1.0,0.0,51.0,124.0,26.0
10,James Maddison,10,2024-11-03,0,61.0,106.0,271.0,,,,,7.0,0.0,3,0.0,3.0,0.0,61.0,262.0,9.0
11,,10,2024-11-03,0,0.0,0.0,86.0,,,,,,,2,,,,,,0.0
13,Destiny Udogie,10,2024-11-03,0,90.0,177.0,551.0,34.0,34.0,22.0,DF,4.0,0.0,4,0.0,3.0,1.0,167.0,470.0,81.0
14,,10,2024-11-03,0,0.0,3.0,192.0,,,,,4.0,0.0,3,0.0,4.0,0.0,90.0,183.0,9.0
15,Lucas Bergvall,10,2024-11-03,0,0.0,0.0,72.0,,,19.0,MF,,,1,,,,,,0.0
17,Cristian Romero,10,2024-11-03,1,90.0,180.0,471.0,,0.0,27.0,DF,4.0,0.0,3,0.0,2.0,1.0,141.0,411.0,60.0
19,Dominic Solanke,10,2024-11-03,0,90.0,170.0,485.0,55.0,55.0,,,4.0,0.0,4,0.0,3.0,3.0,180.0,395.0,90.0
20,,10,2024-11-03,0,0.0,170.0,350.0,,,,,,,0,,,,,,0.0
21,Dejan Kulusevski,10,2024-11-03,0,61.0,151.0,619.0,,,,,4.0,0.0,4,0.0,3.0,3.0,151.0,529.0,90.0
22,Brennan Johnson,10,2024-11-03,0,90.0,180.0,517.0,,,24.0,FW,4.0,0.0,4,0.0,4.0,3.0,157.0,427.0,90.0
23,,10,2024-11-03,0,90.0,180.0,540.0,,,,,7.0,0.0,2,0.0,5.0,13.0,90.0,450.0,90.0
24,Djed Spence,10,2024-11-03,1,0.0,0.0,0.0,,0.0,25.0,DF,,,0,,,,,,0.0
28,Wilson Odobert,10,2024-11-03,1,0.0,0.0,3.0,11.0,11.0,20.0,"FW,MF",,,1,,,,,,0.0
29,Pape Matar Sarr,10,2024-11-03,0,29.0,74.0,329.0,,,23.0,MF,4.0,0.0,4,0.0,2.0,2.0,74.0,239.0,90.0
30,Rodrigo Bentancur,10,2024-11-03,0,4.0,14.0,327.0,64.0,64.0,28.0,MF,4.0,0.0,4,0.0,3.0,2.0,94.0,272.0,55.0
37,Micky van de Ven,10,2024-11-03,1,90.0,180.0,463.0,55.0,55.0,24.0,DF,,,2,,,,,,0.0
3,Radu Dragusin,11,2024-11-10,0,90.0,90.0,622.0,,,,,3.0,1.0,3,0.0,5.0,7.0,180.0,450.0,90.0
4,Kevin Danso,11,2024-11-10,0,0.0,0.0,360.0,26.0,26.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,11,2024-11-10,0,0.0,0.0,520.0,,,30.0,MF,,,3,,,,,,0.0
7,Xavi Simons,11,2024-11-10,1,0.0,0.0,338.0,,0.0,22.0,"FW,MF",,,0,,,,,,0.0
8,Yves Bissouma,11,2024-11-10,0,35.0,201.0,521.0,51.0,51.0,,,3.0,1.0,3,0.0,3.0,0.0,125.0,426.0,7.0
9,Richarlison,11,2024-11-10,1,26.0,65.0,150.0,22.0,22.0,28.0,FW,,,1,,,,,,0.0
10,James Maddison,11,2024-11-10,0,9.0,115.0,259.0,,,,,3.0,1.0,3,0.0,3.0,0.0,74.0,252.0,7.0
11,,11,2024-11-10,0,0.0,0.0,67.0,,,,,,,0,,,,,,0.0
13,Destiny Udogie,11,2024-11-10,0,81.0,258.0,531.0,41.0,41.0,22.0,DF,7.0,0.0,2,0.0,4.0,2.0,81.0,441.0,90.0
14,,11,2024-11-10,0,9.0,12.0,282.0,,,,,,,2,,,,,,0.0
15,Lucas Bergvall,11,2024-11-10,0,0.0,0.0,137.0,,,19.0,MF,,,1,,,,,,0.0
17,Cristian Romero,11,2024-11-10,0,60.0,240.0,471.0,2.0,2.0,27.0,DF,7.0,0.0,2,0.0,3.0,2.0,60.0,381.0,90.0
19,Dominic Solanke,11,2024-11-10,0,90.0,260.0,492.0,62.0,62.0,,,3.0,1.0,3,0.0,3.0,1.0,115.0,402.0,90.0
20,,11,2024-11-10,0,0.0,85.0,175.0,,,,,,,0,,,,,,0.0
21,Dejan Kulusevski,11,2024-11-10,0,90.0,241.0,664.0,,,,,3.0,1.0,3,0.0,3.0,1.0,135.0,484.0,90.0
22,Brennan Johnson,11,2024-11-10,0,90.0,270.0,555.0,,,24.0,FW,3.0,1.0,3,0.0,4.0,5.0,135.0,427.0,83.0
23,,11,2024-11-10,0,90.0,270.0,630.0,,,,,3.0,1.0,3,0.0,5.0,15.0,180.0,450.0,90.0
24,Djed Spence,11,2024-11-10,0,0.0,0.0,0.0,2.0,2.0,25.0,DF,,,0,,,,,,0.0
28,Wilson Odobert,11,2024-11-10,1,0.0,0.0,3.0,18.0,18.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,11,2024-11-10,0,90.0,164.0,407.0,,,23.0,MF,3.0,1.0,3,0.0,2.0,1.0,115.0,342.0,65.0
30,Rodrigo Bentancur,11,2024-11-10,0,55.0,69.0,377.0,71.0,71.0,28.0,MF,3.0,1.0,3,0.0,3.0,1.0,100.0,294.0,83.0
37,Micky van de Ven,11,2024-11-10,1,0.0,180.0,373.0,62.0,62.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,12,2024-11-23,0,90.0,180.0,697.0,,,,,5.0,0.0,3,0.0,5.0,10.0,67.0,517.0,90.0
4,Kevin Danso,12,2024-11-23,0,0.0,0.0,450.0,39.0,39.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,12,2024-11-23,1,0.0,0.0,317.0,,0.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,12,2024-11-23,1,0.0,0.0,0.0,,0.0,22.0,"FW,MF",,,0,,,,,,0.0
8,Yves Bissouma,12,2024-11-23,0,7.0,128.0,488.0,64.0,64.0,,,4.0,0.0,3,0.0,1.0,1.0,45.0,398.0,90.0
9,Richarlison,12,2024-11-23,1,0.0,55.0,140.0,35.0,35.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,12,2024-11-23,0,7.0,77.0,303.0,,,,,13.0,0.0,1,0.0,2.0,1.0,0.0,142.0,89.0
11,,12,2024-11-23,0,0.0,0.0,67.0,,,,,,,0,,,,,,0.0
13,Destiny Udogie,12,2024-11-23,0,90.0,261.0,545.0,54.0,54.0,22.0,DF,6.0,0.0,3,0.0,2.0,1.0,7.0,366.0,89.0
14,,12,2024-11-23,0,0.0,9.0,279.0,,,,,,,0,,,,,,0.0
15,Lucas Bergvall,12,2024-11-23,0,0.0,0.0,162.0,,,19.0,MF,4.0,0.0,2,0.0,3.0,0.0,24.0,89.0,1.0
17,Cristian Romero,12,2024-11-23,1,90.0,240.0,336.0,15.0,15.0,27.0,DF,,,1,,,,,,0.0
19,Dominic Solanke,12,2024-11-23,0,90.0,270.0,517.0,75.0,75.0,,,6.0,0.0,2,0.0,3.0,1.0,15.0,400.0,90.0
20,,12,2024-11-23,0,0.0,0.0,174.0,,,,,,,2,,,,,,0.0
21,Dejan Kulusevski,12,2024-11-23,0,90.0,241.0,664.0,,,,,4.0,0.0,3,0.0,3.0,1.0,180.0,556.0,90.0
22,Brennan Johnson,12,2024-11-23,0,83.0,263.0,627.0,,,24.0,FW,4.0,0.0,3,0.0,5.0,0.0,179.0,554.0,28.0
23,,12,2024-11-23,0,90.0,270.0,540.0,,,,,8.0,0.0,2,0.0,5.0,17.0,0.0,450.0,90.0
24,Djed Spence,12,2024-11-23,0,0.0,0.0,1.0,15.0,15.0,25.0,DF,55.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
28,Wilson Odobert,12,2024-11-23,1,0.0,0.0,3.0,31.0,31.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,12,2024-11-23,0,65.0,184.0,450.0,,,23.0,MF,4.0,0.0,3,0.0,3.0,2.0,86.0,343.0,89.0
30,Rodrigo Bentancur,12,2024-11-23,0,83.0,142.0,547.0,84.0,84.0,28.0,MF,,,2,,,,,,0.0
37,Micky van de Ven,12,2024-11-23,1,0.0,90.0,103.0,75.0,75.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,13,2024-12-01,0,90.0,270.0,697.0,,,,,3.0,1.0,3,0.0,5.0,12.0,90.0,607.0,90.0
4,Kevin Danso,13,2024-12-01,0,0.0,0.0,450.0,47.0,47.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,13,2024-12-01,1,0.0,0.0,167.0,,0.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,13,2024-12-01,1,0.0,0.0,0.0,,0.0,22.0,"FW,MF",,,0,,,,,,0.0
8,Yves Bissouma,13,2024-12-01,0,90.0,132.0,469.0,72.0,72.0,,,3.0,1.0,3,0.0,1.0,1.0,22.0,379.0,90.0
9,Richarlison,13,2024-12-01,1,0.0,26.0,26.0,43.0,43.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,13,2024-12-01,0,89.0,105.0,276.0,,,,,3.0,1.0,3,0.0,2.0,1.0,22.0,192.0,84.0
11,,13,2024-12-01,0,0.0,0.0,61.0,,,,,,,1,,,,,,0.0
13,Destiny Udogie,13,2024-12-01,0,89.0,260.0,378.0,62.0,62.0,22.0,DF,8.0,0.0,2,0.0,3.0,2.0,0.0,288.0,90.0
14,,13,2024-12-01,0,0.0,9.0,194.0,,,,,3.0,1.0,2,0.0,4.0,0.0,90.0,189.0,5.0
15,Lucas Bergvall,13,2024-12-01,0,1.0,1.0,109.0,,,19.0,MF,3.0,1.0,3,0.0,2.0,0.0,13.0,103.0,6.0
17,Cristian Romero,13,2024-12-01,1,0.0,150.0,195.0,23.0,23.0,27.0,DF,,,0,,,,,,0.0
19,Dominic Solanke,13,2024-12-01,1,90.0,270.0,400.0,83.0,83.0,,,,,2,,,,,,0.0
20,,13,2024-12-01,0,0.0,0.0,174.0,,,,,,,0,,,,,,0.0
21,Dejan Kulusevski,13,2024-12-01,0,90.0,270.0,608.0,,,,,3.0,1.0,3,0.0,4.0,0.0,90.0,585.0,23.0
22,Brennan Johnson,13,2024-12-01,0,28.0,201.0,583.0,,,24.0,FW,3.0,1.0,3,0.0,4.0,2.0,68.0,493.0,90.0
23,,13,2024-12-01,0,90.0,270.0,630.0,,,,,3.0,1.0,3,0.0,5.0,19.0,90.0,540.0,90.0
24,Djed Spence,13,2024-12-01,0,1.0,1.0,1.0,23.0,23.0,25.0,DF,,,1,,,,,,0.0
28,Wilson Odobert,13,2024-12-01,1,0.0,0.0,0.0,39.0,39.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,13,2024-12-01,0,89.0,244.0,510.0,,,23.0,MF,3.0,1.0,3,0.0,4.0,4.0,68.0,426.0,84.0
30,Rodrigo Bentancur,13,2024-12-01,0,0.0,138.0,440.0,92.0,92.0,28.0,MF,,,1,,,,,,0.0
37,Micky van de Ven,13,2024-12-01,1,0.0,0.0,0.0,83.0,83.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,14,2024-12-03,0,90.0,270.0,697.0,,,,,,,3,,,,,,0.0
4,Kevin Danso,14,2024-12-03,0,0.0,0.0,360.0,49.0,49.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,14,2024-12-03,1,0.0,0.0,99.0,,0.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,14,2024-12-03,1,0.0,0.0,0.0,,0.0,22.0,"FW,MF",,,0,,,,,,0.0
8,Yves Bissouma,14,2024-12-03,0,90.0,187.0,469.0,74.0,74.0,,,,,3,,,,,,0.0
9,Richarlison,14,2024-12-03,1,0.0,0.0,26.0,45.0,45.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,14,2024-12-03,0,84.0,180.0,276.0,,,,,,,3,,,,,,0.0
11,,14,2024-12-03,0,0.0,0.0,68.0,,,,,,,2,,,,,,0.0
13,Destiny Udogie,14,2024-12-03,0,90.0,269.0,378.0,64.0,64.0,22.0,DF,,,2,,,,,,0.0
14,,14,2024-12-03,0,5.0,5.0,194.0,,,,,,,2,,,,,,0.0
15,Lucas Bergvall,14,2024-12-03,0,6.0,7.0,109.0,,,19.0,MF,,,3,,,,,,0.0
17,Cristian Romero,14,2024-12-03,1,0.0,90.0,195.0,25.0,25.0,27.0,DF,,,0,,,,,,0.0
19,Dominic Solanke,14,2024-12-03,0,0.0,180.0,400.0,85.0,1.0,,,,,2,,,,,,0.0
20,,14,2024-12-03,0,0.0,0.0,252.0,,,,,15.0,0.0,1,0.0,2.0,1.0,0.0,174.0,78.0
21,Dejan Kulusevski,14,2024-12-03,0,23.0,203.0,608.0,,,,,,,3,,,,,,0.0
22,Brennan Johnson,14,2024-12-03,0,90.0,201.0,583.0,,,24.0,FW,,,3,,,,,,0.0
23,,14,2024-12-03,0,90.0,270.0,630.0,,,,,,,3,,,,,,0.0
24,Djed Spence,14,2024-12-03,0,0.0,1.0,1.0,25.0,25.0,25.0,DF,,,1,,,,,,0.0
28,Wilson Odobert,14,2024-12-03,1,0.0,0.0,0.0,41.0,41.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,14,2024-12-03,0,84.0,238.0,510.0,,,23.0,MF,,,3,,,,,,0.0
30,Rodrigo Bentancur,14,2024-12-03,0,0.0,83.0,440.0,94.0,94.0,28.0,MF,,,1,,,,,,0.0
37,Micky van de Ven,14,2024-12-03,1,0.0,0.0,0.0,85.0,85.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,15,2024-12-08,0,0.0,180.0,683.0,,,,,3.0,1.0,4,1.0,5.0,0.0,180.0,607.0,76.0
4,Kevin Danso,15,2024-12-08,0,0.0,0.0,450.0,54.0,54.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,15,2024-12-08,1,0.0,0.0,9.0,,0.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,15,2024-12-08,1,0.0,0.0,0.0,,0.0,22.0,"FW,MF",,,0,,,,,,0.0
8,Yves Bissouma,15,2024-12-08,0,0.0,180.0,501.0,79.0,79.0,,,3.0,1.0,4,0.0,3.0,3.0,169.0,423.0,78.0
9,Richarlison,15,2024-12-08,1,0.0,0.0,0.0,50.0,50.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,15,2024-12-08,0,0.0,173.0,293.0,,,,,3.0,1.0,4,0.0,2.0,0.0,163.0,281.0,12.0
11,,15,2024-12-08,0,0.0,0.0,68.0,,,,,,,2,,,,,,0.0
13,Destiny Udogie,15,2024-12-08,0,0.0,179.0,477.0,69.0,69.0,22.0,DF,3.0,1.0,3,0.0,3.0,4.0,180.0,387.0,90.0
14,,15,2024-12-08,0,0.0,5.0,197.0,,,,,3.0,1.0,4,0.0,3.0,0.0,95.0,185.0,12.0
15,Lucas Bergvall,15,2024-12-08,0,0.0,7.0,67.0,,,19.0,MF,3.0,1.0,4,0.0,0.0,0.0,17.0,55.0,12.0
17,Cristian Romero,15,2024-12-08,1,0.0,0.0,149.0,30.0,2.0,27.0,DF,24.0,0.0,1,0.0,3.0,4.0,0.0,135.0,14.0
19,Dominic Solanke,15,2024-12-08,0,0.0,90.0,465.0,90.0,6.0,,,3.0,1.0,3,0.0,4.0,4.0,90.0,375.0,90.0
20,,15,2024-12-08,0,78.0,78.0,252.0,,,,,,,1,,,,,,0.0
21,Dejan Kulusevski,15,2024-12-08,0,0.0,113.0,641.0,,,,,3.0,1.0,4,0.0,3.0,2.0,113.0,563.0,78.0
22,Brennan Johnson,15,2024-12-08,0,0.0,118.0,590.0,,,24.0,FW,3.0,1.0,4,0.0,4.0,4.0,180.0,538.0,52.0
23,,15,2024-12-08,0,0.0,180.0,569.0,,,,,3.0,1.0,4,0.0,4.0,1.0,119.0,479.0,90.0
24,Djed Spence,15,2024-12-08,0,0.0,1.0,1.0,30.0,30.0,25.0,DF,,,0,,,,,,0.0
28,Wilson Odobert,15,2024-12-08,1,0.0,0.0,0.0,46.0,46.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,15,2024-12-08,0,0.0,173.0,541.0,,,23.0,MF,3.0,1.0,4,0.0,5.0,6.0,140.0,451.0,90.0
30,Rodrigo Bentancur,15,2024-12-08,0,0.0,0.0,340.0,99.0,99.0,28.0,MF,,,1,,,,,,0.0
37,Micky van de Ven,15,2024-12-08,1,0.0,0.0,78.0,90.0,1.0,24.0,DF,39.0,0.0,1,0.0,5.0,13.0,0.0,0.0,78.0
3,Radu Dragusin,16,2024-12-15,0,76.0,166.0,773.0,,,,,3.0,1.0,4,0.0,4.0,2.0,166.0,593.0,90.0
4,Kevin Danso,16,2024-12-15,0,0.0,0.0,360.0,61.0,61.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,16,2024-12-15,1,0.0,0.0,0.0,,0.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,16,2024-12-15,1,0.0,0.0,0.0,,0.0,22.0,"FW,MF",,,0,,,,,,0.0
8,Yves Bissouma,16,2024-12-15,0,78.0,168.0,554.0,86.0,86.0,,,,,3,,,,,,0.0
9,Richarlison,16,2024-12-15,1,0.0,0.0,0.0,57.0,57.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,16,2024-12-15,0,12.0,96.0,452.0,,,,,3.0,1.0,4,0.0,2.0,2.0,102.0,376.0,76.0
11,,16,2024-12-15,0,0.0,0.0,121.0,,,,,,,2,,,,,,0.0
13,Destiny Udogie,16,2024-12-15,0,90.0,180.0,483.0,76.0,76.0,22.0,DF,3.0,1.0,4,1.0,5.0,6.0,180.0,456.0,27.0
14,,16,2024-12-15,0,12.0,17.0,377.0,,,,,3.0,1.0,4,0.0,3.0,2.0,102.0,287.0,90.0
15,Lucas Bergvall,16,2024-12-15,0,12.0,18.0,187.0,,,19.0,MF,3.0,1.0,4,0.0,0.0,1.0,42.0,97.0,90.0
17,Cristian Romero,16,2024-12-15,1,14.0,14.0,14.0,37.0,9.0,27.0,DF,,,1,,,,,,0.0
19,Dominic Solanke,16,2024-12-15,0,90.0,90.0,487.0,97.0,13.0,,,3.0,1.0,4,0.0,4.0,1.0,121.0,406.0,81.0
